date - time,team1,team2,result (team1 - team2),team1 player1,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3,attendance,place,round
15.04.2018 21:45,Malaga,Real Madrid,1-2Finished,Adrian,Castro Iriz?bal G.,Ideye B.,Iturra M.,Jimenez R. (G),Lacen M.,Miquel I.,Rolan D.,Ricca F.,Rosales R.,Vallejo J.,Gonzalez D.,Hernandez L.,Juankar,Vallejo J.,Benzema K.,Carvajal D.,Casemiro,Hernandez T.,Isco,Kovacic M.,Lucas,Navas K. (G),Ramos S. (C),Vallejo J.,Bale G.,Fernandez N.,Modric L.,27 112,Estadio La Rosaleda (M?laga),LaLiga - Round 32
06.04.2018 22:00,Dep. La Coruna,Malaga,3-2Finished,Adrian (C),Albentosa R.,Colak E.,Guilherme,Juanfran,Mosquera P.,Muntari S.,Perez L.,Navarro F.,Ruben (G),Torres M. (C),Cartabia F.,Luisinho,,Torres M. (C),En Nesyri Y.,Hernandez L.,Iturra M.,Jimenez R. (G),Lacen M.,Miquel I.,Rolan D.,Rosales R.,Success I.,Torres M. (C),Juankar,Juanpi,Lestienne M.,16 932,Estadio Municipal de Riazor (La Coru?a),LaLiga - Round 31
07.04.2018 14:00,Alaves,Getafe,2-0Finished,Aguirregabiria M.,Burgui,Duarte R.,Ely R.,Garcia M. (C),Guidetti J.,Laguardia V.,Pacheco F. (G),Munir El Haddadi,Pina T.,Suarez D.,,Vigaray C.,,Suarez D.,Bergara M.,Cabrera L.,Djene,Fajr F.,Guaita (G),Molina J. (C),Ndiaye A.,Rodriguez A.,Shibasaki G.,Suarez D.,Arambarri M.,,,18 241,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 31
07.04.2018 17:15,Celta Vigo,Sevilla,4-0Finished,Alvarez S. (G),Aspas I.,Gomez S.,Hernandez P.,Jonny,Lobotka S.,Mallo H. (C),Roncaglia F.,Mendez B.,Sisto P.,Soria D. (G),Gomez M.,Mazan R.,,Soria D. (G),Ben Yedder W.,Carrico D. (C),Guilherme Arana,Kjaer S.,Layun M.,N'Zonzi S.,Pizarro G.,Ramirez S.,Sarabia P.,Soria D. (G),Carole L.,Corchia S.,Mena P.,16 919,Estadio de Bala?dos (Vigo),LaLiga - Round 31
07.04.2018 19:30,Betis,Eibar,2-0Finished,Amat J.,Barragan A.,Bartra M.,Boudebouz R.,Firpo J.,Gimenez D. (G) (C),Guardado A.,Mandi A.,Leon S.,Ruiz F.,Ramis I.,Adan A.,Feddal Z.,Guerrero F.,Ramis I.,Cote,Dmitrovic M. (G),Escalante G.,Garcia D. (C),Garcia K.,Jordan J.,Leon P.,Orellana F.,Pena R.,Ramis I.,Charles,Diop P.,Enrich S.,50 194,Estadio Benito Villamar?n (Sevilla),LaLiga - Round 31
07.04.2018 21:45,Barcelona,Leganes,3-1Finished,Coutinho,Dembele O.,Gomes A.,Messi L. (C),Pique G.,Rakitic I.,Roberto S.,Suarez L.,Semedo N.,ter Stegen M. (G),Zaldua J.,Busquets S.,Digne L.,Jose A.,Zaldua J.,Bustinza U.,El Zhar N.,Eraso J.,Gabriel (C),Garcia R.,Omar,Perez R.,Pichu Cuellar (G),Siovas D.,Zaldua J.,Mantovani M.,Rico D.,Serantes J.,72 126,Camp Nou (Barcelona),LaLiga - Round 31
08.04.2018 13:00,Levante,Las Palmas,2-1Finished,Cabaco E.,Campana J.,Coke,Lerma J.,Lopez I.,Lopez P. (C),Marti R.,Oier (G),Morales J. L.,Pazzini G.,Momo F. C.,Alegria A.,Boateng E.,Doukoure C.,Momo F. C.,Castellano D.,Castellano J.,Chichizola L. (G),Etebo P.,Exposito E.,Ezekiel I.,Galvez A.,Garcia D. (C),Halilovic A.,Momo F. C.,Bigas P.,Emenike E.,Navarro X.,18 402,Estadi Ciutat de Val?ncia (Valencia),LaLiga - Round 31
08.04.2018 17:15,Real Madrid,Atl. Madrid,1-1Finished,Asensio M.,Bale G.,Carvajal D.,Kovacic M.,Kroos T.,Lucas,Marcelo,Ramos S. (C),Navas K. (G),Ronaldo C.,Vitolo,Fernandez N.,,,Vitolo,Godin D. (C),Griezmann A.,Hernandez L.,Juanfran,Koke,Niguez S.,Oblak J. (G),Partey T.,Savic S.,Vitolo,Filipe Luis,Gimenez J. M.,Gonzalez S.,78 769,Estadio Santiago Bernab?u (Madrid),LaLiga - Round 31
08.04.2018 19:30,Real Sociedad,Girona,5-0Finished,Canales S.,Elustondo A.,Januzaj A.,Moreno H.,Moya M. A. (G),Navas R.,Oyarzabal M.,Rodrigues K.,Pardo R. (C),Willian Jose,Stuani C.,Guridi J.,Illarramendi A.,Jon B.,Stuani C.,Bono (G),Garcia B.,Granell A. (C),Juanpe,Maffeo P.,Mojica J.,Pons P.,Portu,Ramalho J.,Stuani C.,Douglas Luiz,Olunga M.,Planas C.,18 027,Reale Arena (San Sebastian),LaLiga - Round 31
08.04.2018 21:45,Valencia,Espanyol,1-0Finished,Gabriel Paulista,Garay E.,Gaya J.,Guedes G.,Kondogbia G.,Montoya M.,Neto (G),Rodrigo,Parejo D. (C),Soler C.,Vila D.,Coquelin F.,Jimenez J.,Lato T.,Vila D.,Hermoso M.,Jurado J. M.,Lopez D. (C),Lopez P. (G),Melendo O.,Moreno G.,Navarro M.,Piatti P.,Sanchez C.,Vila D.,Lopez A.,Lopez D.,Morilla J.,36 296,Estadio de Mestalla (Valencia),LaLiga - Round 31
09.04.2018 22:00,Villarreal,Ath Bilbao,1-3Finished,Asenjo S. (G),Bacca C.,Bonera D.,Costa J. (C),Fornals P.,Fuego J.,Gonzalez A.,Rukavina A.,Rodri,Trigueros M.,Williams I.,Bruno,Guerra R.,Semedo R.,Williams I.,Balenziaga M.,Cordoba I.,de Marcos O.,Garcia R.,Iturraspe A.,Martinez I.,Nunez U.,San Jose M.,Susaeta M. (C),Williams I.,Alvarez Y.,Sola,,14 879,Estadio de la Ceramica (Villarreal),LaLiga - Round 31
31.03.2018 14:00,Girona,Levante,1-1Finished,Aday,Bernardo,Bono (G),Garcia B.,Granell A. (C),Juanpe,Maffeo P.,Portu,Pons P.,Ramalho J.,Rober Pier,Mojica J.,Planas C.,Suarez J.,Rober Pier,Cabaco E.,Campana J.,Coke,Jason,Lerma J.,Lopez P. (C),Marti R.,Morales J. L.,Oier (G),Rober Pier,Alegria A.,Doukoure C.,Fernandez R.,11 391,Estadio Municipal de Montilivi (Girona),LaLiga - Round 30
31.03.2018 17:15,Ath Bilbao,Celta Vigo,1-1Finished,Arrizabalaga K. (G),Balenziaga M.,Cordoba I.,de Marcos O.,Garcia R.,Iturraspe A.,Martinez I.,San Jose M.,Nunez U.,Susaeta M. (C),Wass D.,Alvarez Y.,Rico M.,,Wass D.,Aspas I.,Boye L.,Cabral G.,Gomez M.,Gomez S.,Jonny,Lobotka S.,Mallo H. (C),Radoja N.,Wass D.,Alende D.,Blanco R.,,33 657,Estadio San Mam?s (Bilbao),LaLiga - Round 30
31.03.2018 19:30,Las Palmas,Real Madrid,0-3Finished,Aguirregaray M.,Aquilani A.,Calleri J.,Castellano J.,Chichizola L. (G),Galvez A.,Gomez V. (C),Michel Macedo,Halilovic A.,Momo F. C.,Varane R.,Bigas P.,Etebo P.,,Varane R.,Bale G.,Benzema K. (C),Casemiro,Fernandez N.,Hernandez T.,Lucas,Modric L.,Navas K. (G),Vallejo J.,Varane R.,Carvajal D.,Isco,Kroos T.,22 942,Estadio de Gran Canaria (Las Palmas),LaLiga - Round 30
31.03.2018 21:45,Sevilla,Barcelona,2-2Finished,Banega E.,Correa J.,Escudero S. (C),Kjaer S.,Lenglet C.,Mercado G.,Muriel L.,N'Zonzi S.,Navas J.,Rico S. (G),Umtiti S.,Carole L.,Corchia S.,Mena P.,Umtiti S.,Coutinho,Dembele O.,Iniesta A. (C),Paulinho,Pique G.,Rakitic I.,Roberto S.,Suarez L.,ter Stegen M. (G),Umtiti S.,Busquets S.,Cardona M.,Digne L.,37 588,Estadio Ram?n S?nchez Pizju?n (Sevilla),LaLiga - Round 30
01.04.2018 13:00,Espanyol,Alaves,0-0Finished,Darder S.,Duarte O.,Garcia S.,Granero E.,Jurado J. M.,Lopez D.,Lopez P. (G),Moreno G.,Martin A.,Sanchez C.,Torres D.,Lopez A.,Lopez D.,Lopez J.,Torres D.,Burgui,Duarte R.,Ely R.,Guidetti J.,Laguardia V.,Munir El Haddadi,Pacheco F. (G) (C),Pina T.,Sobrino R.,Torres D.,Ibai,Vigaray C.,,15 448,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 30
01.04.2018 17:15,Leganes,Valencia,0-1Finished,Amrabat N.,Bustinza U.,Eraso J.,Gabriel (C),Munoz E.,Omar,Perez R.,Rico D.,Pichu Cuellar (G),Siovas D.,Zaza S.,Brasanac D.,Mantovani M.,Serantes J.,Zaza S.,Gabriel Paulista,Garay E.,Gaya J.,Guedes G.,Kondogbia G.,Parejo D. (C),Rodrigo,Soler C.,Vezo R.,Zaza S.,Coquelin F.,Jimenez J.,,10 697,Estadio Municipal de Butarque (Leganes),LaLiga - Round 30
01.04.2018 19:30,Malaga,Villarreal,1-0Finished,Castro Iriz?bal G.,En Nesyri Y.,Hernandez L.,Iturra M.,Jimenez R. (G),Lacen M.,Miquel I.,Rosales R.,Rolan D.,Success I.,Soriano R.,Juankar,Juanpi,Kuzmanovic Z.,Soriano R.,Bacca C.,Bonera D.,Castillejo S.,Costa J.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Rodri,Sansone N.,Soriano R.,Bruno,Guerra R.,Semedo R.,19 142,Estadio La Rosaleda (M?laga),LaLiga - Round 30
01.04.2018 19:30,Eibar,Real Sociedad,0-0Finished,Arbilla A.,Charles,Cote,Diop P.,Dmitrovic M. (G),Garcia K.,Inui T.,Leon P.,Jordan J.,Pena R.,Zurutuza D.,Enrich S.,Garcia D.,Rico F.,Zurutuza D.,Elustondo A.,Illarramendi A. (C),Juanmi,Llorente D.,Moya M. A. (G),Navas R.,Odriozola A.,Oyarzabal M.,Willian Jose,Zurutuza D.,Canales S.,Guridi J.,Martinez C.,6 233,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 30
01.04.2018 21:45,Atl. Madrid,Dep. La Coruna,1-0Finished,Correa A.,Gabi (C),Gameiro K.,Godin D.,Hernandez L.,Isaac C.,Koke,Oblak J. (G),Niguez S.,Partey T.,Sidnei,Filipe Luis,Gimenez J. M.,Gonzalez S.,Sidnei,Albentosa R.,Colak E.,Guilherme,Juanfran,Luisinho,Mosquera P.,Muntari S.,Perez L.,Ruben (G),Sidnei,Borges C.,Boveda E.,Cartabia F.,49 351,Metropolitano Stadium (Madrid),LaLiga - Round 30
02.04.2018 22:00,Getafe,Betis,0-1Finished,Antunes V.,Cabrera L.,Fajr F.,Flamini M.,Gonzalez B.,Guaita (G),Molina J. (C),Portillo F.,Ndiaye A.,Rodriguez A.,Ruiz F.,Arambarri M.,Bergara M.,Remy L.,Ruiz F.,Amat J.,Barragan A.,Bartra M.,Boudebouz R.,Firpo J.,Garcia J.,Guardado A.,Mandi A.,Moron L.,Ruiz F.,Feddal Z.,Guerrero F.,Sanabria A.,10 628,Coliseum Alfonso Perez (Getafe),LaLiga - Round 30
16.03.2018 22:00,Levante,Eibar,2-1Finished,Cabaco E.,Campana J.,Coke,Lerma J.,Lopez I.,Luna A.,Marti R.,Oier (G),Morales J. L. (C),Pazzini G.,Ramis I.,Alegria A.,Doukoure C.,Fernandez R.,Ramis I.,Arbilla A.,Capa A.,Cote,Dmitrovic M. (G),Escalante G.,Garcia D. (C),Garcia K.,Jordan J.,Leon P.,Ramis I.,Enrich S.,Orellana F.,Rico F.,16 028,Estadi Ciutat de Val?ncia (Valencia),LaLiga - Round 29
17.03.2018 14:00,Dep. La Coruna,Las Palmas,1-1Finished,Adrian (C),Albentosa R.,Andone F.,Colak E.,Guilherme,Juanfran,Muntari S.,Perez L.,Navarro F.,Ruben (G),Navarro X.,Bicho J.,Cartabia F.,Krohn-Dehli M.,Navarro X.,Aquilani A.,Calleri J.,Castellano J.,Chichizola L. (G),Garcia D. (C),Gomez V.,Halilovic A.,Michel Macedo,Momo F. C.,Navarro X.,Bigas P.,Galvez A.,,18 942,Estadio Municipal de Riazor (La Coru?a),LaLiga - Round 29
17.03.2018 17:15,Valencia,Alaves,3-1Finished,Gabriel Paulista,Garay E.,Gaya J.,Guedes G.,Kondogbia G.,Montoya M.,Neto (G),Rodrigo,Parejo D. (C),Soler C.,Sobrino R.,Coquelin F.,Jimenez J.,,Sobrino R.,Duarte R.,Ely R.,Garcia M. (C),Laguardia V.,Munir El Haddadi,Pacheco F. (G),Pedraza A.,Perez H.,Pina T.,Sobrino R.,Vigaray C.,,,35 264,Estadio de Mestalla (Valencia),LaLiga - Round 29
17.03.2018 19:30,Real Sociedad,Getafe,1-2Finished,Canales S.,de La Bella A.,Illarramendi A. (C),Moreno H.,Moya M. A. (G),Navas R.,Odriozola A.,Willian Jose,Oyarzabal M.,Zubeldia I.,Suarez D.,Martinez C.,Prieto X.,Rulli G.,Suarez D.,Arambarri M.,Cabrera L.,Djene,Fajr F.,Guaita (G),Molina J. (C),Ndiaye A.,Portillo F.,Rodriguez A.,Suarez D.,Bergara M.,Flamini M.,Pacheco D.,17 509,Reale Arena (San Sebastian),LaLiga - Round 29
17.03.2018 21:45,Betis,Espanyol,3-0Finished,Adan A. (G) (C),Amat J.,Bartra M.,Boudebouz R.,Firpo J.,Garcia J.,Guardado A.,Mandi A.,Guerrero F.,Moron L.,Sanchez V. (C),Feddal Z.,Sanabria A.,,Sanchez V. (C),Granero E.,Leo Baptistao,Lopez D.,Lopez P. (G),Martin A.,Moreno G.,Navarro M.,Piatti P.,Sanchez C.,Sanchez V. (C),Jurado J. M.,Lopez A.,Lopez D.,31 230,Estadio Benito Villamar?n (Sevilla),LaLiga - Round 29
18.03.2018 13:00,Leganes,Sevilla,2-1Finished,Amrabat N.,Bustinza U.,El Zhar N.,Eraso J.,Gabriel (C),Omar,Perez R.,Rico D.,Pichu Cuellar (G),Siovas D.,Vazquez F.,Guerrero,Serantes J.,Szymanowski A.,Vazquez F.,Ben Yedder W.,Escudero S. (C),Kjaer S.,Layun M.,Lenglet C.,Nolito,N'Zonzi S.,Rico S. (G),Sarabia P.,Vazquez F.,Carole L.,Carrico D.,Corchia S.,10 037,Estadio Municipal de Butarque (Leganes),LaLiga - Round 29
18.03.2018 17:15,Barcelona,Ath Bilbao,2-0Finished,Alba J.,Alcacer P.,Coutinho,Dembele O.,Messi L. (C),Paulinho,Pique G.,Roberto S.,Rakitic I.,ter Stegen M. (G),Susaeta M. (C),Busquets S.,Cardona M.,Jose A.,Susaeta M. (C),Benat,de Marcos O.,Garcia R.,Lekue I.,Martinez I.,Nunez U.,Sabin,Saborit E.,San Jose M.,Susaeta M. (C),Alvarez Y.,Balenziaga M.,Muniain I.,84 053,Camp Nou (Barcelona),LaLiga - Round 29
18.03.2018 19:30,Villarreal,Atl. Madrid,2-1Finished,Asenjo S. (G),Bacca C.,Bonera D.,Costa J.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Rodri,Raba D.,Soriano R.,Vrsaljko S.,Bruno,Cheryshev D.,Fernandez A.,Vrsaljko S.,Costa D.,Gimenez J. M.,Godin D. (C),Griezmann A.,Hernandez L.,Koke,Niguez S.,Oblak J. (G),Partey T.,Vrsaljko S.,Filipe Luis,Juanfran,,19 385,Estadio de la Ceramica (Villarreal),LaLiga - Round 29
18.03.2018 19:30,Celta Vigo,Malaga,0-0Finished,Alvarez S. (G),Aspas I.,Gomez M.,Gomez S.,Hernandez P.,Jonny,Lobotka S.,Mendez B.,Mallo H. (C),Roncaglia F.,Torres M. (C),Alende D.,Wass D.,,Torres M. (C),En Nesyri Y.,Hernandez L.,Iturra M.,Jimenez R. (G),Lacen M.,Miquel I.,Rolan D.,Rosales R.,Success I.,Torres M. (C),Adrian,Juankar,Juanpi,17 230,Estadio de Bala?dos (Vigo),LaLiga - Round 29
18.03.2018 21:45,Real Madrid,Girona,6-3Finished,Asensio M.,Benzema K.,Carvajal D.,Fernandez N.,Kovacic M.,Kroos T.,Lucas,Navas K. (G),Marcelo (C),Ronaldo C.,Stuani C.,,,,Stuani C.,Bono (G),Garcia B.,Granell A. (C),Juanpe,Maffeo P.,Mojica J.,Pons P.,Portu,Ramalho J.,Stuani C.,Alcala P.,Planas C.,Suarez J.,59 097,Estadio Santiago Bernab?u (Madrid),LaLiga - Round 29
11.03.2018 13:00,Espanyol,Real Sociedad,2-1Finished,Duarte O.,Granero E.,Leo Baptistao,Lopez D.,Lopez P. (G),Martin A.,Moreno G.,Piatti P.,Navarro M.,Sanchez C.,Zubeldia I.,Darder S.,Garcia S.,Lopez A.,Zubeldia I.,de La Bella A.,Illarramendi A. (C),Juanmi,Llorente D.,Moreno H.,Moya M. A. (G),Odriozola A.,Oyarzabal M.,Willian Jose,Zubeldia I.,Guridi J.,Martinez C.,Prieto X.,20 314,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 28
11.03.2018 17:15,Atl. Madrid,Celta Vigo,3-0Finished,Costa D.,Gabi (C),Gimenez J. M.,Godin D.,Griezmann A.,Hernandez L.,Koke,Oblak J. (G),Niguez S.,Vitolo,Roncaglia F.,Savic S.,,,Roncaglia F.,Blanco R. (G),Gomez M.,Gomez S.,Hernandez P.,Jonny,Lobotka S.,Mallo H. (C),Mor E.,Radoja N.,Roncaglia F.,Alende D.,Wass D.,,55 076,Metropolitano Stadium (Madrid),LaLiga - Round 28
11.03.2018 19:30,Las Palmas,Villarreal,0-2Finished,Aguirregaray M.,Calleri J.,Chichizola L. (G),Etebo P.,Exposito E.,Galvez A.,Gomez V. (C),Michel Macedo,Halilovic A.,Navarro X.,Trigueros M.,Bigas P.,Castellano D.,Emenike E.,Trigueros M.,Bacca C.,Bonera D.,Costa J. (C),Fornals P.,Gonzalez A.,Raba D.,Rodri,Rukavina A.,Soriano R.,Trigueros M.,Bruno,Cheryshev D.,Fernandez A.,18 907,Estadio de Gran Canaria (Las Palmas),LaLiga - Round 28
11.03.2018 21:45,Ath Bilbao,Leganes,2-0Finished,Arrizabalaga K. (G),Benat,Cordoba I.,de Marcos O.,Garcia R.,Martinez I.,Nunez U.,San Jose M.,Saborit E.,Susaeta M. (C),Zaldua J.,Muniain I.,Rico M.,,Zaldua J.,Beauvue C.,Bustinza U. (C),El Zhar N.,Eraso J.,Gumbau G.,Perez R.,Pichu Cuellar (G),Rico D.,Siovas D.,Zaldua J.,Gabriel,Serantes J.,Szymanowski A.,30 787,Estadio San Mam?s (Bilbao),LaLiga - Round 28
12.03.2018 22:00,Alaves,Betis,1-3Finished,Aguirregabiria M.,Duarte R.,Ely R.,Garcia M. (C),Ibai,Laguardia V.,Munir El Haddadi,Pedraza A.,Pacheco F. (G),Pina T.,Ruiz F.,Vigaray C.,,,Ruiz F.,Bartra M.,Boudebouz R.,Camarasa V.,Castro R.,Firpo J.,Garcia J.,Guerrero F.,Mandi A.,Moron L.,Ruiz F.,Feddal Z.,Guardado A.,Sanabria A.,17 239,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 28
